,imageId,task1,classnum
6969,12281,outerwear,1
6970,12282,dress,1
6971,12286,dress,1
6972,12287,outerwear,1
6973,12289,dress,1
6974,12290,outerwear,1
6975,12293,dress,1
6976,12296,pants,1
6977,12297,shoe,1
6978,12299,shoe,1
6979,12301,dress,1
6980,12302,dress,1
6981,12303,pants,1
6982,12305,dress,1
6983,12306,outerwear,1
6984,12307,pants,1
6985,12308,dress,1
6986,12311,pants,1
6987,12315,outerwear,1
6988,12316,outerwear,1
6989,12318,pants,1
6990,12319,shoe,1
6991,12320,dress,1
6992,12323,dress,1
6993,12327,dress,1
6994,12330,dress,1
6995,12331,pants,1
6996,12335,dress,1
6997,12336,shoe,1
6998,12338,pants,1
6999,12341,pants,1
7000,12343,pants,1
7001,12344,outerwear,1
7002,12345,dress,1
7003,12348,outerwear,1
7004,12353,outerwear,1
7005,12357,dress,1
7006,12358,pants,1
7007,12360,dress,1
7008,12361,pants,1
7009,12363,outerwear,1
7010,12364,pants,1
7011,12369,shoe,1
7012,12373,dress,1
7013,12375,outerwear,1
7014,12376,dress,1
7015,12377,dress,1
7016,12379,shoe,1
7017,12380,dress,1
7018,12383,dress,1
7019,12385,shoe,1
7020,12386,dress,1
7021,12387,pants,1
7022,12388,outerwear,1
7023,12392,shoe,1
7024,12395,pants,1
7025,12397,dress,1
7026,12398,dress,1
7027,12399,dress,1
7028,12400,dress,1
7029,12403,dress,1
7030,12404,dress,1
7031,12405,outerwear,1
7032,12406,dress,1
7033,12408,dress,1
7034,12409,dress,1
7035,12411,shoe,1
7036,12413,shoe,1
7037,12414,pants,1
7038,12416,shoe,1
7039,12417,dress,1
7040,12418,shoe,1
7041,12419,pants,1
7042,12420,pants,1
7043,12421,shoe,1
7044,12422,dress,1
7045,12424,outerwear,1
7046,12425,dress,1
7047,12427,pants,1
7048,12428,outerwear,1
7049,12429,outerwear,1
7050,12430,dress,1
7051,12433,pants,1
7052,12436,dress,1
7053,12437,shoe,1
7054,12438,dress,1
7055,12441,pants,1
7056,12443,pants,2
7057,12443,outerwear,2
7058,12445,dress,1
7059,12446,outerwear,1
7060,12447,outerwear,1
7061,12451,outerwear,1
7062,12452,dress,1
7063,12453,pants,1
7064,12455,dress,1
7065,12456,pants,1
7066,12458,outerwear,1
7067,12460,shoe,1
7068,12462,dress,1
7069,12465,outerwear,1
7070,12466,outerwear,1
7071,12468,shoe,1
7072,12469,pants,1
7073,12471,pants,1
7074,12472,dress,1
7075,12473,pants,1
7076,12474,dress,1
7077,12476,shoe,1
7078,12477,dress,1
7079,12479,pants,1
7080,12481,dress,1
7081,12482,dress,1
7082,12484,shoe,1
7083,12486,shoe,1
7084,12487,shoe,1
7085,12488,dress,1
7086,12490,shoe,1
7087,12493,dress,1
7088,12494,dress,1
7089,12495,dress,1
7090,12496,pants,1
7091,12497,dress,1
7092,12498,outerwear,1
7093,12499,pants,1
7094,12501,pants,1
7095,12502,dress,1
7096,12504,dress,1
7097,12505,pants,1
7098,12506,shoe,1
7099,12507,pants,1
7100,12509,dress,1
7101,12515,shoe,1
7102,12516,dress,1
7103,12519,outerwear,1
7104,12521,shoe,1
7105,12525,pants,1
7106,12527,dress,1
7107,12530,outerwear,1
7108,12535,dress,1
7109,12536,outerwear,1
7110,12537,outerwear,1
7111,12540,dress,1
7112,12541,pants,1
7113,12548,dress,1
7114,12549,shoe,1
7115,12552,shoe,1
7116,12553,shoe,1
7117,12556,dress,1
7118,12557,dress,1
7119,12560,pants,1
7120,12561,shoe,1
7121,12563,dress,1
7122,12564,dress,1
7123,12565,pants,1
7124,12566,shoe,1
7125,12567,dress,1
7126,12569,shoe,1
7127,12570,dress,1
7128,12571,dress,1
7129,12573,outerwear,1
7130,12574,dress,1
7131,12578,outerwear,1
7132,12582,shoe,1
7133,12583,pants,1
7134,12585,dress,1
7135,12586,pants,1
7136,12587,shoe,1
7137,12591,dress,1
7138,12593,shoe,1
7139,12595,dress,1
7140,12596,shoe,1
7141,12597,pants,1
7142,12599,dress,1
7143,12602,shoe,1
7144,12603,shoe,1
7145,12605,shoe,1
7146,12606,outerwear,1
7147,12607,pants,1
7148,12608,shoe,1
7149,12609,dress,1
7150,12610,dress,1
7151,12611,outerwear,1
7152,12616,pants,1
7153,12617,outerwear,1
7154,12619,shoe,1
7155,12622,dress,1
7156,12623,pants,1
7157,12625,outerwear,1
7158,12626,pants,1
7159,12628,outerwear,1
7160,12630,outerwear,1
7161,12631,outerwear,1
7162,12634,outerwear,1
7163,12635,dress,1
7164,12636,dress,1
7165,12637,pants,1
7166,12639,outerwear,1
7167,12641,pants,1
7168,12645,outerwear,1
7169,12646,outerwear,1
7170,12647,pants,1
7171,12649,pants,1
7172,12650,pants,1
7173,12654,dress,1
7174,12655,dress,1
7175,12656,outerwear,1
7176,12657,pants,1
7177,12658,outerwear,1
7178,12659,outerwear,1
7179,12662,outerwear,1
7180,12663,dress,1
7181,12665,dress,1
7182,12670,shoe,1
7183,12671,shoe,1
7184,12673,outerwear,1
7185,12675,outerwear,1
7186,12676,pants,1
7187,12677,pants,1
7188,12678,outerwear,1
7189,12679,dress,1
7190,12680,dress,1
7191,12681,dress,1
7192,12683,shoe,1
7193,12684,dress,1
7194,12685,shoe,1
7195,12686,dress,1
7196,12687,shoe,1
7197,12691,pants,1
7198,12692,outerwear,1
7199,12693,pants,1
7200,12695,dress,1
7201,12698,pants,1
7202,12699,dress,1
7203,12700,pants,1
7204,12701,outerwear,1
7205,12703,outerwear,1
7206,12705,pants,1
7207,12706,dress,1
7208,12707,dress,1
7209,12709,outerwear,1
7210,12710,shoe,1
7211,12711,dress,1
7212,12712,dress,1
7213,12716,dress,1
7214,12720,dress,1
7215,12721,dress,1
7216,12722,shoe,1
7217,12724,outerwear,1
7218,12733,outerwear,1
7219,12734,outerwear,1
7220,12735,dress,1
7221,12736,outerwear,1
7222,12737,dress,1
7223,12738,outerwear,1
7224,12739,outerwear,1
7225,12740,dress,1
7226,12742,dress,1
7227,12743,outerwear,1
7228,12745,pants,1
7229,12746,dress,1
7230,12747,outerwear,1
7231,12751,dress,1
7232,12752,dress,1
7233,12753,outerwear,1
7234,12755,dress,1
7235,12758,shoe,1
7236,12759,outerwear,1
7237,12762,outerwear,1
7238,12765,dress,1
7239,12767,dress,1
7240,12768,outerwear,1
7241,12769,outerwear,1
7242,12770,outerwear,1
7243,12773,shoe,1
7244,12774,dress,1
7245,12775,dress,1
7246,12778,outerwear,1
7247,12780,dress,1
7248,12782,outerwear,1
7249,12783,outerwear,1
7250,12784,dress,1
7251,12788,shoe,1
7252,12790,dress,1
7253,12791,pants,1
7254,12792,dress,1
7255,12796,dress,1
7256,12798,dress,1
7257,12801,dress,1
7258,12802,dress,1
7259,12803,outerwear,1
7260,12804,dress,1
7261,12807,dress,1
7262,12808,dress,1
7263,12809,shoe,1
7264,12810,dress,1
7265,12811,pants,1
7266,12813,dress,1
7267,12815,outerwear,1
7268,12816,outerwear,1
7269,12817,shoe,1
7270,12818,outerwear,1
7271,12822,pants,1
7272,12824,dress,1
7273,12825,dress,1
7274,12826,pants,1
7275,12827,outerwear,1
7276,12829,pants,1
7277,12831,dress,1
7278,12832,pants,1
7279,12837,pants,1
7280,12838,pants,1
7281,12842,pants,1
7282,12844,shoe,1
7283,12845,outerwear,1
7284,12846,outerwear,1
7285,12847,outerwear,1
7286,12848,dress,1
7287,12849,shoe,1
7288,12851,dress,1
7289,12852,shoe,1
7290,12853,outerwear,1
7291,12854,outerwear,1
7292,12855,dress,1
7293,12856,dress,1
7294,12857,pants,1
7295,12859,shoe,1
7296,12862,shoe,1
7297,12863,dress,1
7298,12864,dress,1
7299,12865,pants,1
7300,12866,outerwear,1
7301,12867,pants,1
7302,12868,shoe,1
7303,12869,outerwear,1
7304,12870,dress,1
7305,12872,dress,1
7306,12874,shoe,1
7307,12875,pants,1
7308,12876,outerwear,1
7309,12877,shoe,1
7310,12878,dress,1
7311,12880,outerwear,1
7312,12881,dress,1
7313,12883,dress,1
7314,12886,outerwear,1
7315,12887,outerwear,1
7316,12888,pants,1
7317,12889,dress,1
7318,12890,outerwear,1
7319,12891,dress,1
7320,12896,dress,1
7321,12897,dress,1
7322,12899,outerwear,1
7323,12900,shoe,1
7324,12901,pants,1
7325,12903,pants,1
7326,12905,shoe,1
7327,12906,shoe,1
7328,12907,shoe,1
7329,12911,shoe,1
7330,12913,dress,1
7331,12915,dress,1
7332,12918,shoe,1
7333,12919,dress,1
7334,12920,pants,1
7335,12923,dress,1
7336,12925,dress,1
7337,12929,dress,1
7338,12930,dress,1
7339,12931,outerwear,1
7340,12932,dress,1
7341,12933,dress,1
7342,12934,pants,1
7343,12935,dress,1
7344,12937,pants,1
7345,12940,shoe,1
7346,12941,shoe,1
7347,12942,dress,1
7348,12944,shoe,1
7349,12945,pants,1
7350,12946,outerwear,1
7351,12947,shoe,1
7352,12951,dress,1
7353,12952,outerwear,1
7354,12955,dress,1
7355,12956,outerwear,1
7356,12957,pants,1
7357,12959,shoe,1
7358,12961,dress,1
7359,12964,outerwear,1
7360,12965,outerwear,1
7361,12968,dress,1
7362,12969,pants,1
7363,12971,pants,1
7364,12973,shoe,1
7365,12974,dress,1
7366,12976,dress,1
7367,12977,dress,1
7368,12978,dress,1
7369,12979,pants,1
7370,12980,shoe,1
7371,12981,outerwear,1
7372,12982,pants,1
7373,12985,pants,1
7374,12986,pants,1
7375,12991,outerwear,1
7376,12992,outerwear,1
7377,12993,dress,1
7378,12996,dress,1
7379,12999,pants,1
7380,13000,pants,1
7381,13001,shoe,1
7382,13002,shoe,1
7383,13003,outerwear,1
7384,13004,outerwear,1
7385,13005,shoe,1
7386,13006,pants,1
7387,13010,outerwear,1
7388,13013,dress,1
7389,13014,pants,1
7390,13016,dress,1
7391,13021,dress,1
7392,13023,dress,1
7393,13026,pants,1
7394,13029,dress,1
7395,13030,dress,1
7396,13031,dress,1
7397,13034,dress,1
7398,13035,dress,1
7399,13037,dress,1
7400,13038,outerwear,1
7401,13040,pants,1
7402,13041,pants,1
7403,13043,shoe,1
7404,13044,pants,1
7405,13047,outerwear,1
7406,13049,outerwear,1
7407,13051,outerwear,1
7408,13054,outerwear,1
7409,13055,outerwear,1
7410,13057,shoe,1
7411,13058,outerwear,1
7412,13059,dress,1
7413,13060,outerwear,1
7414,13061,dress,1
7415,13062,pants,1
7416,13063,pants,1
7417,13064,pants,1
7418,13065,shoe,1
7419,13068,dress,1
7420,13070,dress,1
7421,13073,dress,1
7422,13076,outerwear,1
7423,13077,outerwear,1
7424,13078,pants,1
7425,13080,outerwear,1
7426,13083,pants,1
7427,13084,shoe,1
7428,13085,shoe,1
7429,13086,shoe,1
7430,13090,outerwear,1
7431,13093,pants,1
7432,13094,outerwear,1
7433,13096,shoe,1
7434,13098,pants,1
7435,13100,dress,1
7436,13101,pants,1
7437,13102,outerwear,1
7438,13103,shoe,1
7439,13104,dress,1
7440,13106,dress,1
7441,13108,outerwear,1
7442,13112,dress,1
7443,13113,pants,1
7444,13114,dress,1
7445,13115,dress,1
7446,13116,dress,1
7447,13118,dress,1
7448,13120,pants,1
7449,13121,dress,1
7450,13122,dress,1
7451,13126,dress,1
7452,13127,shoe,1
7453,13128,dress,1
7454,13129,shoe,1
7455,13130,shoe,1
7456,13133,dress,1
7457,13134,shoe,1
7458,13140,dress,1
7459,13141,dress,1
7460,13142,outerwear,1
7461,13143,outerwear,1
7462,13144,dress,1
7463,13146,outerwear,1
7464,13148,outerwear,1
7465,13151,outerwear,1
7466,13154,shoe,1
7467,13157,dress,1
7468,13158,dress,1
7469,13161,dress,1
7470,13163,shoe,1
7471,13164,shoe,1
7472,13167,outerwear,1
7473,13168,dress,1
7474,13169,shoe,1
7475,13170,pants,1
7476,13171,outerwear,1
7477,13172,dress,1
7478,13174,outerwear,1
7479,13175,shoe,1
7480,13177,outerwear,1
7481,13181,dress,1
7482,13184,dress,1
7483,13185,pants,1
7484,13187,dress,1
7485,13189,outerwear,1
7486,13190,dress,1
7487,13191,dress,1
7488,13192,shoe,1
7489,13193,outerwear,1
7490,13194,shoe,1
7491,13195,outerwear,1
7492,13196,shoe,1
7493,13199,shoe,1
7494,13200,dress,1
7495,13202,pants,1
7496,13203,dress,1
7497,13204,outerwear,1
7498,13207,dress,1
7499,13209,outerwear,1
7500,13210,shoe,1
7501,13211,outerwear,1
7502,13212,dress,1
7503,13214,dress,1
7504,13215,shoe,1
7505,13217,pants,1
7506,13219,dress,1
7507,13220,outerwear,1
7508,13221,shoe,1
7509,13222,outerwear,1
7510,13224,outerwear,1
7511,13225,dress,1
7512,13227,dress,1
7513,13228,dress,1
7514,13230,dress,1
7515,13234,shoe,1
7516,13237,shoe,1
7517,13238,shoe,1
7518,13239,shoe,1
7519,13242,dress,1
7520,13243,dress,1
7521,13244,pants,1
7522,13245,shoe,1
7523,13246,shoe,1
7524,13247,shoe,1
7525,13248,dress,1
7526,13251,dress,1
7527,13252,pants,1
7528,13257,outerwear,1
7529,13260,pants,1
7530,13261,dress,1
7531,13262,outerwear,1
7532,13264,shoe,1
7533,13265,pants,1
7534,13266,shoe,1
7535,13269,dress,1
7536,13270,dress,1
7537,13271,outerwear,1
7538,13274,dress,1
7539,13275,dress,1
7540,13278,outerwear,1
7541,13279,outerwear,1
7542,13284,outerwear,1
7543,13285,dress,1
7544,13287,outerwear,1
7545,13289,dress,1
7546,13291,pants,1
7547,13292,dress,1
7548,13294,dress,1
7549,13296,outerwear,1
7550,13298,dress,1
7551,13299,outerwear,1
7552,13303,outerwear,1
7553,13304,dress,1
7554,13306,shoe,1
7555,13307,dress,1
7556,13309,shoe,1
7557,13311,dress,1
7558,13312,pants,1
7559,13313,dress,1
7560,13314,dress,1
7561,13315,dress,1
7562,13316,pants,1
7563,13317,dress,1
7564,13319,pants,1
7565,13320,outerwear,1
7566,13321,outerwear,1
7567,13322,dress,1
7568,13325,dress,1
7569,13326,pants,1
7570,13327,dress,1
7571,13328,dress,1
7572,13329,pants,1
7573,13330,shoe,1
7574,13333,pants,1
7575,13335,shoe,1
7576,13336,pants,1
7577,13337,dress,1
7578,13339,dress,1
7579,13342,shoe,1
7580,13345,dress,1
7581,13348,dress,1
7582,13349,shoe,1
7583,13350,dress,1
7584,13351,outerwear,1
7585,13352,pants,1
7586,13355,dress,1
7587,13356,shoe,1
7588,13357,pants,1
7589,13361,dress,1
7590,13362,outerwear,1
7591,13363,dress,1
7592,13364,dress,1
7593,13365,outerwear,1
7594,13367,pants,1
7595,13368,shoe,1
7596,13370,pants,1
7597,13372,shoe,1
7598,13374,shoe,1
7599,13375,dress,1
7600,13377,outerwear,1
7601,13380,outerwear,1
7602,13381,outerwear,1
7603,13382,dress,1
7604,13383,dress,1
7605,13386,pants,1
7606,13388,pants,1
7607,13389,dress,1
7608,13390,dress,1
7609,13392,outerwear,1
7610,13393,pants,1
7611,13399,dress,1
7612,13400,dress,1
7613,13401,outerwear,1
7614,13402,dress,1
7615,13403,pants,1
7616,13406,dress,1
7617,13408,dress,1
7618,13412,shoe,1
7619,13413,dress,1
7620,13414,shoe,1
7621,13415,pants,1
7622,13416,outerwear,1
7623,13417,dress,1
7624,13419,pants,1
7625,13422,pants,1
7626,13423,dress,1
7627,13424,outerwear,1
7628,13425,dress,1
7629,13426,outerwear,1
7630,13431,pants,1
7631,13433,shoe,1
7632,13435,pants,1
7633,13436,dress,1
7634,13438,dress,1
7635,13439,dress,1
7636,13442,dress,1
7637,13443,dress,1
7638,13445,pants,1
7639,13446,outerwear,1
7640,13448,pants,1
7641,13449,dress,1
7642,13450,shoe,1
7643,13451,dress,1
7644,13453,outerwear,1
7645,13454,dress,1
7646,13455,pants,1
7647,13456,dress,1
7648,13459,dress,1
7649,13460,outerwear,1
7650,13462,shoe,1
7651,13463,pants,1
7652,13464,outerwear,1
7653,13465,dress,1
7654,13466,dress,2
7655,13466,shoe,2
7656,13470,dress,1
7657,13471,shoe,1
7658,13472,pants,1
7659,13475,pants,1
7660,13476,pants,1
7661,13477,dress,1
7662,13479,outerwear,2
7663,13479,pants,2
7664,13480,dress,1
7665,13481,outerwear,1
7666,13482,shoe,1
7667,13483,outerwear,1
7668,13484,shoe,1
7669,13485,shoe,1
7670,13486,dress,1
7671,13487,dress,1
7672,13489,outerwear,1
7673,13495,pants,1
7674,13497,dress,1
7675,13498,pants,1
7676,13505,shoe,1
7677,13507,outerwear,1
7678,13508,pants,1
7679,13510,shoe,1
7680,13513,dress,1
7681,13515,outerwear,2
7682,13515,pants,2
7683,13516,shoe,1
7684,13517,outerwear,1
7685,13518,outerwear,1
7686,13519,outerwear,1
7687,13520,dress,1
7688,13521,dress,1
7689,13522,shoe,1
7690,13526,outerwear,1
7691,13529,outerwear,1
7692,13531,shoe,1
7693,13533,shoe,1
7694,13535,dress,1
7695,13536,shoe,1
7696,13537,pants,1
7697,13538,dress,1
7698,13540,shoe,1
7699,13541,pants,1
7700,13542,shoe,1
7701,13544,outerwear,1
7702,13547,pants,1
7703,13548,outerwear,1
7704,13549,dress,1
7705,13550,outerwear,1
7706,13552,pants,1
7707,13554,shoe,1
7708,13555,dress,1
7709,13556,dress,1
7710,13558,outerwear,1
7711,13559,pants,1
7712,13560,outerwear,1
7713,13563,dress,1
7714,13565,dress,1
7715,13567,outerwear,1
7716,13569,outerwear,1
7717,13571,shoe,1
7718,13572,dress,1
7719,13573,shoe,1
7720,13576,dress,1
7721,13578,pants,1
7722,13580,shoe,1
7723,13585,pants,1
7724,13586,outerwear,1
7725,13587,dress,1
7726,13588,shoe,1
7727,13590,pants,1
7728,13591,shoe,1
7729,13592,pants,1
7730,13593,pants,1
7731,13595,outerwear,1
7732,13596,shoe,1
7733,13597,dress,1
7734,13600,outerwear,1
7735,13602,dress,1
7736,13604,shoe,1
7737,13605,pants,1
7738,13607,dress,1
7739,13608,outerwear,1
7740,13610,dress,1
7741,13611,dress,1
7742,13613,shoe,1
7743,13615,dress,1
7744,13616,dress,1
7745,13617,pants,1
7746,13618,pants,1
7747,13619,shoe,1
7748,13620,dress,1
7749,13622,pants,1
7750,13625,dress,1
7751,13628,shoe,1
7752,13629,outerwear,1
7753,13630,pants,1
7754,13631,dress,1
7755,13632,dress,1
7756,13633,dress,1
7757,13635,dress,1
7758,13640,pants,1
7759,13641,shoe,1
7760,13642,dress,1
7761,13644,outerwear,1
7762,13645,dress,1
7763,13650,shoe,1
7764,13653,outerwear,1
7765,13654,outerwear,1
7766,13655,outerwear,1
7767,13656,outerwear,1
7768,13659,dress,1
7769,13660,outerwear,1
7770,13661,dress,1
7771,13663,pants,1
7772,13669,pants,1
7773,13671,outerwear,1
7774,13673,outerwear,1
7775,13674,outerwear,1
7776,13675,pants,1
7777,13676,pants,1
7778,13678,shoe,1
7779,13682,outerwear,1
7780,13683,outerwear,1
7781,13684,outerwear,1
7782,13686,dress,1
7783,13688,outerwear,1
7784,13690,shoe,1
7785,13692,dress,1
7786,13694,pants,1
7787,13695,dress,1
7788,13697,dress,1
7789,13698,outerwear,1
7790,13703,shoe,1
7791,13704,shoe,1
7792,13705,shoe,1
7793,13708,outerwear,1
7794,13711,outerwear,1
7795,13712,outerwear,1
7796,13713,outerwear,1
7797,13714,dress,1
7798,13715,pants,1
7799,13716,dress,1
7800,13718,dress,1
7801,13720,dress,1
7802,13721,dress,1
7803,13724,shoe,1
7804,13726,shoe,1
7805,13727,shoe,1
7806,13729,dress,1
7807,13730,dress,1
7808,13731,dress,1
7809,13732,dress,1
7810,13738,outerwear,1
7811,13742,dress,1
7812,13744,outerwear,1
7813,13745,dress,1
7814,13747,dress,1
7815,13748,outerwear,1
7816,13749,shoe,1
7817,13750,shoe,1
7818,13754,pants,1
7819,13755,shoe,1
7820,13756,dress,1
7821,13757,dress,1
7822,13762,shoe,1
7823,13763,dress,1
7824,13765,pants,1
7825,13767,pants,1
7826,13768,dress,1
7827,13769,dress,1
7828,13771,dress,1
7829,13773,dress,1
7830,13777,outerwear,1
7831,13778,pants,1
7832,13779,dress,1
7833,13782,dress,1
7834,13784,dress,1
7835,13785,shoe,1
7836,13786,dress,1
7837,13789,outerwear,1
7838,13790,outerwear,1
7839,13792,shoe,1
7840,13793,dress,1
7841,13794,dress,1
7842,13798,dress,1
7843,13799,outerwear,1
7844,13800,pants,1
7845,13801,dress,1
7846,13802,dress,1
7847,13803,pants,1
7848,13806,pants,1
7849,13808,outerwear,1
7850,13809,shoe,1
7851,13810,shoe,1
7852,13811,shoe,1
7853,13812,outerwear,1
7854,13813,shoe,1
7855,13814,outerwear,1
7856,13815,dress,1
7857,13816,dress,1
7858,13818,pants,1
7859,13820,dress,1
7860,13821,pants,1
7861,13822,shoe,1
7862,13825,dress,1
7863,13828,dress,1
7864,13829,outerwear,1
7865,13833,pants,1
7866,13834,outerwear,1
7867,13836,shoe,1
7868,13837,shoe,1
7869,13839,pants,1
7870,13840,shoe,1
7871,13841,dress,1
7872,13844,dress,1
7873,13845,pants,1
7874,13846,shoe,1
7875,13848,shoe,1
7876,13849,dress,1
7877,13850,pants,1
7878,13852,dress,1
7879,13853,dress,1
7880,13854,shoe,1
7881,13855,outerwear,1
7882,13856,outerwear,1
7883,13858,outerwear,1
7884,13859,dress,1
7885,13860,dress,1
7886,13861,pants,1
7887,13862,dress,1
7888,13863,pants,1
7889,13865,outerwear,1
7890,13866,outerwear,1
7891,13867,outerwear,1
7892,13875,outerwear,1
7893,13877,pants,1
7894,13880,dress,1
7895,13883,pants,1
7896,13884,outerwear,1
7897,13886,shoe,1
7898,13887,dress,1
7899,13888,pants,1
7900,13889,dress,1
7901,13890,shoe,1
7902,13891,dress,1
7903,13894,outerwear,1
7904,13895,shoe,1
7905,13896,dress,1
7906,13900,shoe,1
7907,13901,dress,1
7908,13902,dress,1
7909,13904,shoe,1
7910,13905,pants,1
7911,13907,dress,1
7912,13908,pants,1
7913,13909,pants,1
7914,13910,shoe,1
7915,13911,shoe,1
7916,13913,dress,1
7917,13918,pants,1
7918,13919,pants,1
7919,13920,dress,1
7920,13921,dress,1
7921,13922,dress,1
7922,13923,dress,1
7923,13924,shoe,1
7924,13925,pants,1
7925,13926,shoe,1
7926,13928,dress,1
7927,13929,dress,1
7928,13931,pants,1
7929,13932,outerwear,1
7930,13933,outerwear,1
7931,13934,outerwear,1
7932,13936,dress,1
7933,13941,dress,1
7934,13943,dress,1
7935,13945,pants,1
7936,13947,shoe,1
7937,13949,outerwear,1
7938,13953,dress,1
7939,13954,dress,1
7940,13955,dress,1
7941,13956,outerwear,1
7942,13958,pants,1
7943,13959,outerwear,1
7944,13960,outerwear,1
7945,13962,outerwear,1
7946,13963,outerwear,1
7947,13964,pants,1
7948,13965,pants,1
7949,13966,shoe,1
7950,13968,outerwear,1
7951,13970,shoe,1
7952,13971,outerwear,1
7953,13972,pants,1
7954,13974,outerwear,1
7955,13975,pants,1
7956,13976,shoe,1
7957,13978,shoe,1
7958,13981,pants,1
7959,13982,outerwear,1
7960,13983,dress,1
7961,13984,outerwear,1
7962,13985,outerwear,1
7963,13987,dress,1
7964,13989,shoe,1
7965,13992,outerwear,1
7966,13997,dress,1
7967,13998,shoe,1
7968,14000,pants,1
7969,14002,dress,1
7970,14003,shoe,1
7971,14006,outerwear,1
7972,14009,outerwear,1
7973,14011,dress,1
7974,14012,shoe,1
7975,14013,dress,1
7976,14015,dress,1
7977,14016,dress,1
7978,14017,outerwear,1
7979,14022,shoe,1
7980,14023,outerwear,1
7981,14026,shoe,1
7982,14027,dress,1
7983,14028,dress,1
7984,14029,dress,1
7985,14030,pants,1
7986,14031,outerwear,1
7987,14032,outerwear,1
7988,14035,outerwear,1
7989,14037,dress,1
7990,14039,outerwear,1
7991,14040,pants,1
7992,14042,dress,1
7993,14045,shoe,1
7994,14046,pants,1
7995,14047,outerwear,1
7996,14048,dress,1
7997,14049,outerwear,1
7998,14051,shoe,1
7999,14052,dress,1
8000,14053,dress,1
8001,14055,outerwear,1
8002,14057,dress,1
8003,14058,pants,1
8004,14059,pants,1
8005,14060,outerwear,1
8006,14061,pants,1
8007,14062,dress,1
8008,14063,pants,1
8009,14064,pants,1
8010,14067,dress,1
8011,14068,dress,1
8012,14069,pants,1
8013,14072,shoe,1
8014,14073,dress,1
8015,14074,pants,1
8016,14075,shoe,1
8017,14076,outerwear,1
8018,14077,pants,1
8019,14078,pants,1
8020,14079,outerwear,1
8021,14081,pants,1
8022,14082,outerwear,1
8023,14087,dress,1
8024,14088,outerwear,1
8025,14092,dress,1
8026,14093,pants,1
8027,14096,dress,1
8028,14097,pants,1
8029,14100,shoe,1
8030,14102,dress,1
8031,14103,dress,1
8032,14111,outerwear,1
8033,14112,pants,1
8034,14114,pants,1
8035,14115,dress,1
8036,14116,dress,1
8037,14119,shoe,1
8038,14121,dress,1
8039,14122,pants,1
8040,14123,outerwear,1
8041,14125,dress,1
8042,14126,outerwear,1
8043,14127,shoe,1
8044,14129,shoe,1
8045,14131,pants,1
8046,14132,outerwear,1
8047,14133,dress,1
8048,14134,dress,1
8049,14135,dress,1
8050,14136,outerwear,1
8051,14137,dress,1
8052,14139,dress,1
8053,14140,shoe,1
8054,14143,pants,1
8055,14145,outerwear,1
8056,14146,dress,1
8057,14147,pants,1
8058,14148,pants,1
8059,14149,shoe,1
8060,14151,dress,1
8061,14154,dress,1
8062,14157,pants,1
8063,14160,dress,1
8064,14161,outerwear,1
8065,14164,pants,1
8066,14166,shoe,1
8067,14168,pants,1
8068,14169,outerwear,1
8069,14171,pants,1
8070,14173,outerwear,1
8071,14174,dress,1
8072,14175,shoe,1
8073,14178,dress,1
8074,14179,dress,1
8075,14180,pants,1
8076,14181,outerwear,1
8077,14182,shoe,1
8078,14184,pants,1
8079,14185,shoe,1
8080,14186,pants,1
8081,14187,dress,1
8082,14188,dress,1
8083,14189,outerwear,1
8084,14190,dress,1
8085,14192,dress,1
8086,14193,dress,1
8087,14194,outerwear,1
8088,14196,outerwear,1
8089,14198,dress,1
8090,14199,dress,1
8091,14200,outerwear,1
8092,14204,dress,1
8093,14206,outerwear,1
8094,14207,outerwear,1
8095,14208,dress,1
8096,14209,dress,1
8097,14215,outerwear,1
8098,14216,dress,1
8099,14217,pants,1
8100,14218,pants,1
8101,14220,dress,1
8102,14223,shoe,1
8103,14224,outerwear,1
8104,14225,outerwear,1
8105,14226,dress,1
8106,14228,outerwear,1
8107,14230,outerwear,1
8108,14231,shoe,1
8109,14232,dress,1
8110,14233,pants,1
8111,14236,shoe,1
8112,14238,dress,1
8113,14239,shoe,1
8114,14242,shoe,1
8115,14244,dress,1
8116,14248,shoe,1
8117,14250,dress,1
8118,14251,dress,1
8119,14252,shoe,1
8120,14253,shoe,1
8121,14256,shoe,1
8122,14257,dress,1
8123,14260,dress,1
8124,14265,shoe,1
8125,14266,dress,1
8126,14267,outerwear,1
8127,14268,pants,1
8128,14271,outerwear,1
8129,14273,dress,1
8130,14274,dress,1
8131,14275,pants,1
8132,14276,shoe,1
8133,14278,dress,1
8134,14279,shoe,1
8135,14280,pants,1
8136,14281,outerwear,1
8137,14282,dress,1
8138,14283,shoe,1
8139,14285,dress,1
8140,14286,dress,1
8141,14289,outerwear,1
8142,14290,dress,1
8143,14292,shoe,1
8144,14293,dress,1
8145,14296,shoe,1
8146,14297,outerwear,1
8147,14298,shoe,1
8148,14303,dress,1
8149,14305,dress,1
8150,14306,dress,1
8151,14307,dress,1
8152,14308,dress,1
8153,14310,shoe,1
8154,14312,dress,1
8155,14314,pants,1
8156,14315,dress,1
8157,14317,outerwear,1
8158,14320,pants,1
8159,14322,shoe,1
8160,14324,outerwear,1
8161,14326,shoe,1
8162,14327,pants,1
8163,14329,pants,1
8164,14331,outerwear,1
8165,14332,dress,1
8166,14334,shoe,1
8167,14335,dress,1
